Index,Timestamp,age,Gender,Purchase_Frequency,Purchase_Categories,Personalized_Recommendation_Frequency,Browsing_Frequency,Product_Search_Method,Search_Result_Exploration,Customer_Reviews_Importance,Add_to_Cart_Browsing,Cart_Completion_Frequency,Cart_Abandonment_Factors,Saveforlater_Frequency,Review_Left,Review_Reliability,Review_Helpfulness,Personalized_Recommendation_Frequency ,Recommendation_Helpfulness,Rating_Accuracy ,Shopping_Satisfaction,Service_Appreciation,Improvement_Areas
98,2023/06/04 1:28:19 PM GMT+5:127,34,Prefer not to say,Few times a month,"Clothing and Fashion,Home and Kitchen",No,Few times a month,categories,First page,3,Yes,Often,Found a better price elsewhere,Often,Yes,Heavily,Yes,1,Sometimes,2,2,User-friendly website or app interface,Product quality and accuracy
99,2023/06/04 1:28:19 PM GMT+5:128,24,Female,Less than once a month,"Beauty and Personal Care,Home and Kitchen",No,Few times a week,Keyword,Multiple pages,1,Yes,Sometimes,Found a better price elsewhere,Never,No,Heavily,Yes,1,Sometimes,3,1,User-friendly website or app interface,Product quality and accuracy
100,2023/06/04 1:28:19 PM GMT+5:129,44,Male,Few times a month,"Clothing and Fashion,others",No,Few times a month,categories,First page,5,No,Rarely,Changed my mind or no longer need the item,Sometimes,No,Never,Sometimes,2,Yes,3,2,Product recommendations,Customer service responsiveness
101,2023/06/04 1:28:19 PM GMT+5:130,31,Female,Once a month,"Home and Kitchen,others",Sometimes,Rarely,others,Multiple pages,4,No,Never,Changed my mind or no longer need the item,Often,Yes,Never,Sometimes,5,No,4,2,User-friendly website or app interface,Reducing packaging waste
102,2023/06/04 1:28:19 PM GMT+5:131,23,Female,Once a week,Clothing and Fashion,Sometimes,Few times a week,categories,Multiple pages,5,No,Rarely,others,Sometimes,No,Occasionally,Sometimes,3,Yes,3,3,Product recommendations,Product quality and accuracy
103,2023/06/04 1:28:19 PM GMT+5:132,23,Female,Less than once a month,"Beauty and Personal Care,others",Sometimes,Few times a month,Keyword,Multiple pages,1,Yes,Sometimes,Changed my mind or no longer need the item,Rarely,No,Heavily,Yes,2,Yes,2,1,Wide product selection,Reducing packaging waste
104,2023/06/04 1:28:19 PM GMT+5:133,22,Female,Less than once a month,"Clothing and Fashion,Home and Kitchen",No,Few times a week,Keyword,Multiple pages,5,Yes,Sometimes,Found a better price elsewhere,Never,No,Heavily,Yes,5,Sometimes,2,3,Competitive prices,Customer service responsiveness
105,2023/06/04 1:28:19 PM GMT+5:134,24,Female,Once a week,"Beauty and Personal Care,Clothing and Fashion,Home and Kitchen",Sometimes,Few times a week,Keyword,Multiple pages,1,Yes,Often,Found a better price elsewhere,Always,Yes,Heavily,Yes,1,Yes,1,1,Wide product selection,Customer service responsiveness
106,2023/06/04 1:28:19 PM GMT+5:135,23,Prefer not to say,Once a week,"Beauty and Personal Care,Clothing and Fashion,Home and Kitchen",Yes,Multiple times a day,Keyword,Multiple pages,1,Yes,Often,Found a better price elsewhere,Always,Yes,Heavily,Yes,1,Yes,1,1,Wide product selection,Customer service responsiveness
107,2023/06/04 1:28:19 PM GMT+5:136,25,Male,Less than once a month,others,Yes,Few times a month,Keyword,Multiple pages,5,Yes,Rarely,others,Never,No,Moderately,Yes,3,Sometimes,3,3,Wide product selection,Customer service responsiveness
108,2023/06/04 1:28:19 PM GMT+5:137,23,Male,Once a week,Clothing and Fashion,Sometimes,Few times a week,Filter,Multiple pages,1,No,Sometimes,Changed my mind or no longer need the item,Sometimes,Yes,Moderately,No,1,No,2,2,Competitive prices,Customer service responsiveness
109,2023/06/04 1:28:19 PM GMT+5:138,24,Male,Once a month,"Groceries and Gourmet Food,Beauty and Personal Care,Clothing and Fashion,Home and Kitchen",Sometimes,Few times a week,Keyword,Multiple pages,1,Yes,Often,others,Sometimes,Yes,Moderately,Yes,2,Yes,2,2,Competitive prices,Product quality and accuracy
110,2023/06/04 1:28:19 PM GMT+5:139,24,Female,Few times a month,others,Yes,Few times a week,Keyword,Multiple pages,1,Yes,Often,Changed my mind or no longer need the item,Sometimes,No,Moderately,Yes,2,Yes,3,2,Wide product selection,Customer service responsiveness
111,2023/06/04 1:28:19 PM GMT+5:140,26,Female,Less than once a month,others,No,Few times a month,Keyword,Multiple pages,1,Yes,Sometimes,High shipping costs,Often,Yes,Moderately,Yes,1,Yes,2,1,Product recommendations,Shipping speed and reliability
112,2023/06/04 1:28:19 PM GMT+5:141,25,Female,Less than once a month,Clothing and Fashion,Sometimes,Rarely,categories,First page,5,Yes,Sometimes,Changed my mind or no longer need the item,Sometimes,Yes,Moderately,Yes,4,Sometimes,4,3,Wide product selection,Shipping speed and reliability
113,2023/06/04 1:28:19 PM GMT+5:142,26,Male,Few times a month,"Clothing and Fashion,others",No,Few times a week,Keyword,Multiple pages,4,Yes,Sometimes,Found a better price elsewhere,Never,No,Occasionally,Sometimes,3,No,3,3,Product recommendations,Reducing packaging waste
114,2023/06/04 1:28:19 PM GMT+5:143,29,Male,Less than once a month,others,No,Rarely,Keyword,First page,4,No,Sometimes,Found a better price elsewhere,Rarely,No,Moderately,Yes,3,Sometimes,4,4,Wide product selection,Product quality and accuracy
115,2023/06/04 1:28:19 PM GMT+5:144,23,Female,Once a month,"Beauty and Personal Care,Clothing and Fashion,Home and Kitchen",Yes,Few times a month,Keyword,Multiple pages,2,Yes,Often,High shipping costs,Often,Yes,Moderately,Yes,2,Yes,3,4,Competitive prices,Reducing packaging waste
116,2023/06/04 1:28:19 PM GMT+5:145,30,Male,Multiple times a week,"Clothing and Fashion,Home and Kitchen",Yes,Few times a week,Keyword,Multiple pages,3,Yes,Sometimes,Found a better price elsewhere,Sometimes,Yes,Moderately,Yes,1,Yes,1,2,Competitive prices,Customer service responsiveness
117,2023/06/04 1:28:19 PM GMT+5:146,23,Female,Less than once a month,"Beauty and Personal Care,Home and Kitchen",No,Multiple times a day,categories,Multiple pages,1,Yes,Sometimes,Found a better price elsewhere,Often,No,Heavily,Yes,3,Sometimes,3,3,Wide product selection,Customer service responsiveness
118,2023/06/04 1:28:19 PM GMT+5:147,21,Female,Less than once a month,Clothing and Fashion,No,Rarely,Keyword,Multiple pages,1,Yes,Never,High shipping costs,Never,No,Heavily,Yes,4,Sometimes,3,3,Wide product selection,Reducing packaging waste
119,2023/06/04 1:28:19 PM GMT+5:148,23,Female,Once a month,"Beauty and Personal Care,Home and Kitchen",No,Few times a week,categories,Multiple pages,1,Yes,Sometimes,Changed my mind or no longer need the item,Often,Yes,Moderately,No,3,Yes,2,2,Product recommendations,Product quality and accuracy
120,2023/06/04 1:28:19 PM GMT+5:149,21,Female,Once a month,Clothing and Fashion,Sometimes,Few times a week,,Multiple pages,3,Yes,Always,Changed my mind or no longer need the item,Often,No,Moderately,Sometimes,3,Sometimes,3,3,User-friendly website or app interface,Customer service responsiveness
121,2023/06/04 1:28:19 PM GMT+5:150,23,Female,Less than once a month,"Clothing and Fashion,others",No,Few times a month,Keyword,Multiple pages,2,Yes,Often,Changed my mind or no longer need the item,Rarely,No,Moderately,Yes,2,Sometimes,2,1,Wide product selection,Shipping speed and reliability
122,2023/06/04 1:28:19 PM GMT+5:151,27,Male,Once a month,others,Sometimes,Few times a month,Keyword,Multiple pages,3,Yes,Sometimes,Changed my mind or no longer need the item,Often,Yes,Moderately,Yes,3,Sometimes,3,1,Wide product selection,Product quality and accuracy
123,2023/06/04 1:28:19 PM GMT+5:152,38,Female,Once a month,"Beauty and Personal Care,Home and Kitchen",No,Few times a month,Keyword,Multiple pages,2,Yes,Often,Changed my mind or no longer need the item,Never,Yes,Moderately,Sometimes,4,Sometimes,4,2,Wide product selection,Product quality and accuracy
124,2023/06/04 1:28:19 PM GMT+5:153,23,Female,Less than once a month,"Beauty and Personal Care,Clothing and Fashion",No,Rarely,Keyword,First page,1,Yes,Sometimes,Found a better price elsewhere,Never,No,Heavily,Yes,3,No,2,2,User-friendly website or app interface,Product quality and accuracy
125,2023/06/04 1:28:19 PM GMT+5:154,38,Female,Less than once a month,"Beauty and Personal Care,Clothing and Fashion,Home and Kitchen",No,Few times a month,categories,First page,3,No,Sometimes,Found a better price elsewhere,Rarely,No,Moderately,No,4,No,4,2,Product recommendations,Shipping speed and reliability
126,2023/06/04 1:28:19 PM GMT+5:155,23,Male,Few times a month,others,No,Few times a week,categories,Multiple pages,3,No,Rarely,Found a better price elsewhere,Sometimes,Yes,Heavily,Sometimes,2,Yes,3,3,Competitive prices,Reducing packaging waste
127,2023/06/04 1:28:19 PM GMT+5:156,24,Male,Once a week,"Clothing and Fashion,others",No,Few times a week,categories,First page,2,No,Often,Found a better price elsewhere,Often,Yes,Occasionally,No,3,No,3,2,Product recommendations,Customer service responsiveness
128,2023/06/04 1:28:19 PM GMT+5:157,25,Female,Once a week,"Groceries and Gourmet Food,Beauty and Personal Care,Clothing and Fashion,Home and Kitchen",Yes,Few times a week,Filter,First page,2,No,Often,Found a better price elsewhere,Sometimes,Yes,Heavily,No,2,Yes,3,2,Product recommendations,Customer service responsiveness
129,2023/06/04 1:28:19 PM GMT+5:158,26,Male,Less than once a month,"Groceries and Gourmet Food,Beauty and Personal Care,Clothing and Fashion,Home and Kitchen,others",Yes,Few times a week,Keyword,Multiple pages,1,Yes,Often,Found a better price elsewhere,Sometimes,No,Heavily,Yes,1,Yes,2,1,Wide product selection,Customer service responsiveness
130,2023/06/04 1:28:19 PM GMT+5:159,27,Male,Once a week,"Beauty and Personal Care,Clothing and Fashion,Home and Kitchen,others",No,Few times a month,Filter,First page,3,No,Sometimes,Found a better price elsewhere,Sometimes,Yes,Occasionally,No,3,No,3,2,Competitive prices,Product quality and accuracy
131,2023/06/04 1:28:19 PM GMT+5:160,29,Prefer not to say,Once a week,Beauty and Personal Care,Yes,Few times a week,categories,Multiple pages,1,No,Sometimes,Found a better price elsewhere,Sometimes,Yes,Occasionally,No,3,No,2,1,Competitive prices,Customer service responsiveness
132,2023/06/04 1:28:19 PM GMT+5:161,35,Prefer not to say,Few times a month,"Beauty and Personal Care,Clothing and Fashion,Home and Kitchen",No,Few times a month,Filter,Multiple pages,3,No,Sometimes,Found a better price elsewhere,Sometimes,No,Never,No,4,No,3,2,Competitive prices,Reducing packaging waste
133,2023/06/04 1:28:19 PM GMT+5:162,21,Female,Once a month,"Beauty and Personal Care,Clothing and Fashion",Yes,Few times a week,Keyword,Multiple pages,1,Yes,Sometimes,Changed my mind or no longer need the item,Sometimes,No,Heavily,Yes,1,Sometimes,3,1,Competitive prices,Product quality and accuracy
134,2023/06/04 1:28:19 PM GMT+5:163,36,Male,Few times a month,"Beauty and Personal Care,Home and Kitchen",No,Few times a month,categories,First page,4,Maybe,Sometimes,Changed my mind or no longer need the item,Often,Yes,Occasionally,No,2,Yes,2,3,Product recommendations,Customer service responsiveness
135,2023/06/04 1:28:19 PM GMT+5:164,44,Female,Few times a month,Beauty and Personal Care,No,Multiple times a day,Filter,First page,2,No,Often,High shipping costs,Sometimes,No,Occasionally,No,2,No,2,2,Competitive prices,Customer service responsiveness
136,2023/06/04 1:28:19 PM GMT+5:165,32,Female,Once a week,"Groceries and Gourmet Food,Beauty and Personal Care,Clothing and Fashion,Home and Kitchen,others",Yes,Multiple times a day,Keyword,Multiple pages,1,Yes,Often,Found a better price elsewhere,Always,Yes,Heavily,Yes,1,Yes,1,1,User-friendly website or app interface,Customer service responsiveness
137,2023/06/04 1:28:19 PM GMT+5:166,30,Male,Few times a month,"Groceries and Gourmet Food,Beauty and Personal Care,Home and Kitchen",No,Few times a month,Filter,Multiple pages,3,Yes,Always,High shipping costs,Often,Yes,Moderately,Yes,4,No,3,2,Competitive prices,Product quality and accuracy
138,2023/06/04 1:28:19 PM GMT+5:167,36,Others,Less than once a month,others,Sometimes,Rarely,others,First page,5,Maybe,Never,others,Never,No,Never,Sometimes,5,Sometimes,5,5,User-friendly website or app interface,Shipping speed and reliability
139,2023/06/04 1:28:19 PM GMT+5:168,25,Male,Less than once a month,"Groceries and Gourmet Food,Beauty and Personal Care,Clothing and Fashion,Home and Kitchen,others",No,Rarely,Keyword,Multiple pages,1,Yes,Sometimes,Changed my mind or no longer need the item,Always,No,Heavily,Yes,1,Yes,1,1,Wide product selection,Customer service responsiveness
140,2023/06/04 1:28:19 PM GMT+5:169,20,Female,Multiple times a week,"Groceries and Gourmet Food,Beauty and Personal Care,Clothing and Fashion,Home and Kitchen",Yes,Multiple times a day,Keyword,Multiple pages,1,Yes,Always,High shipping costs,Always,Yes,Heavily,Yes,4,Yes,1,1,Wide product selection,Product quality and accuracy
141,2023/06/04 1:28:19 PM GMT+5:170,35,Female,Once a week,Beauty and Personal Care,No,Few times a month,categories,First page,3,No,Rarely,Changed my mind or no longer need the item,Sometimes,No,Occasionally,No,2,Sometimes,4,3,Product recommendations,Product quality and accuracy
142,2023/06/04 1:28:19 PM GMT+5:171,42,Male,Less than once a month,"Groceries and Gourmet Food,Home and Kitchen,others",Yes,Few times a month,Keyword,Multiple pages,1,Yes,Often,Found a better price elsewhere,Always,Yes,Heavily,Yes,1,Yes,1,1,Wide product selection,Product quality and accuracy
143,2023/06/04 1:28:19 PM GMT+5:172,37,Female,Few times a month,"Groceries and Gourmet Food,Beauty and Personal Care,Clothing and Fashion,Home and Kitchen",No,Few times a month,categories,Multiple pages,2,No,Often,Found a better price elsewhere,Often,No,Moderately,No,2,No,1,1,Product recommendations,Reducing packaging waste
144,2023/06/04 1:28:19 PM GMT+5:173,28,Female,Multiple times a week,"Beauty and Personal Care,Clothing and Fashion,others",Yes,Multiple times a day,Keyword,Multiple pages,1,Yes,Often,Changed my mind or no longer need the item,Always,Yes,Heavily,Yes,3,Sometimes,2,1,Wide product selection,Customer service responsiveness
145,2023/06/04 1:28:19 PM GMT+5:174,27,Male,Once a week,"Beauty and Personal Care,Home and Kitchen",No,Few times a week,categories,First page,2,No,Often,Changed my mind or no longer need the item,Often,No,Heavily,Sometimes,3,No,2,2,Competitive prices,Customer service responsiveness
146,2023/06/04 1:28:19 PM GMT+5:175,45,Female,Once a week,"Groceries and Gourmet Food,Beauty and Personal Care,Clothing and Fashion,Home and Kitchen",No,Multiple times a day,categories,Multiple pages,2,No,Often,Changed my mind or no longer need the item,Often,No,Moderately,No,2,No,2,2,Competitive prices,Product quality and accuracy
147,2023/06/04 1:28:19 PM GMT+5:176,35,Male,Less than once a month,"Groceries and Gourmet Food,Clothing and Fashion,Home and Kitchen,others",Yes,Rarely,Keyword,First page,1,Yes,Rarely,High shipping costs,Always,Yes,Heavily,Yes,1,Yes,1,1,Competitive prices,Shipping speed and reliability
148,2023/06/04 1:28:19 PM GMT+5:177,50,Female,Multiple times a week,"Beauty and Personal Care,Clothing and Fashion,Home and Kitchen",No,Few times a week,Filter,First page,3,Yes,Often,Changed my mind or no longer need the item,Rarely,Yes,Moderately,No,2,No,3,2,Competitive prices,Reducing packaging waste
149,2023/06/04 1:28:19 PM GMT+5:178,54,Female,Few times a month,"Beauty and Personal Care,others",No,Few times a week,Keyword,First page,3,No,Rarely,Changed my mind or no longer need the item,Sometimes,No,Moderately,Yes,2,No,3,2,Competitive prices,Reducing packaging waste
150,2023/06/04 1:28:19 PM GMT+5:179,29,Female,Multiple times a week,"Groceries and Gourmet Food,Beauty and Personal Care,Clothing and Fashion,Home and Kitchen,others",Yes,Multiple times a day,Keyword,Multiple pages,1,Yes,Sometimes,Changed my mind or no longer need the item,Always,Yes,Heavily,Yes,1,Sometimes,1,1,Competitive prices,Product quality and accuracy
151,2023/06/04 1:28:19 PM GMT+5:180,63,Male,Less than once a month,"Groceries and Gourmet Food,Home and Kitchen,others",No,Rarely,Keyword,Multiple pages,1,Yes,Sometimes,Found a better price elsewhere,Sometimes,No,Heavily,Yes,2,Sometimes,3,2,Competitive prices,Customer service responsiveness
152,2023/06/04 1:28:19 PM GMT+5:181,24,Male,Few times a month,"Beauty and Personal Care,Clothing and Fashion",Sometimes,Few times a week,Keyword,Multiple pages,1,Yes,Sometimes,Found a better price elsewhere,Sometimes,No,Heavily,Sometimes,2,Sometimes,2,1,Competitive prices,Product quality and accuracy
153,2023/06/04 1:28:19 PM GMT+5:182,23,Female,Less than once a month,Beauty and Personal Care,No,Rarely,Keyword,Multiple pages,1,Yes,Rarely,High shipping costs,Often,Yes,Heavily,Yes,1,Yes,1,1,Wide product selection,Shipping speed and reliability
154,2023/06/04 1:28:19 PM GMT+5:183,26,Female,Few times a month,"Beauty and Personal Care,Clothing and Fashion",Yes,Few times a week,categories,Multiple pages,1,Yes,Always,High shipping costs,Always,Yes,Occasionally,Yes,5,Yes,1,1,Wide product selection,Product quality and accuracy
155,2023/06/04 1:28:19 PM GMT+5:184,29,Male,Multiple times a week,"Beauty and Personal Care,Clothing and Fashion",No,Multiple times a day,Filter,Multiple pages,5,Yes,Sometimes,Found a better price elsewhere,Always,No,Rarely,Yes,3,Yes,1,1,Competitive prices,Shipping speed and reliability
156,2023/06/04 1:28:19 PM GMT+5:185,46,Prefer not to say,Few times a month,"Beauty and Personal Care,Clothing and Fashion",No,Few times a month,Keyword,Multiple pages,2,No,Sometimes,Found a better price elsewhere,Sometimes,No,Moderately,No,2,Yes,3,2,Competitive prices,Reducing packaging waste
157,2023/06/04 1:28:19 PM GMT+5:186,24,Male,Less than once a month,others,No,Few times a month,Keyword,Multiple pages,4,Yes,Sometimes,Found a better price elsewhere,Sometimes,No,Occasionally,Yes,3,Yes,4,5,Wide product selection,Nil
158,2023/06/04 1:28:19 PM GMT+5:187,33,Female,Few times a month,"Groceries and Gourmet Food,Beauty and Personal Care",No,Few times a week,Filter,Multiple pages,2,No,Sometimes,Found a better price elsewhere,Often,No,Occasionally,No,2,No,2,2,Competitive prices,Reducing packaging waste
159,2023/06/04 1:28:19 PM GMT+5:188,33,Female,Once a week,"Beauty and Personal Care,others",No,Few times a week,Filter,First page,5,Maybe,Never,Changed my mind or no longer need the item,Rarely,No,Occasionally,No,2,Yes,1,1,Product recommendations,Shipping speed and reliability
160,2023/06/04 1:28:19 PM GMT+5:189,31,Prefer not to say,Once a month,Clothing and Fashion,No,Few times a month,categories,First page,3,No,Sometimes,Changed my mind or no longer need the item,Sometimes,No,Heavily,No,3,No,5,4,Wide product selection,Shipping speed and reliability
161,2023/06/04 1:28:19 PM GMT+5:190,40,Prefer not to say,Few times a month,"Clothing and Fashion,Home and Kitchen",Sometimes,Multiple times a day,Filter,First page,2,No,Always,High shipping costs,Often,No,Occasionally,No,1,Yes,1,2,Product recommendations,Reducing packaging waste
162,2023/06/04 1:28:19 PM GMT+5:191,37,Male,Once a week,"Beauty and Personal Care,Clothing and Fashion",No,Few times a month,categories,First page,3,No,Sometimes,Found a better price elsewhere,Always,No,Occasionally,No,2,No,3,4,Product recommendations,Customer service responsiveness
163,2023/06/04 1:28:19 PM GMT+5:192,25,Prefer not to say,Few times a month,Beauty and Personal Care,No,Rarely,categories,First page,3,No,Rarely,Changed my mind or no longer need the item,Often,No,Heavily,No,2,No,3,2,User-friendly website or app interface,Product quality and accuracy
164,2023/06/04 1:28:19 PM GMT+5:193,60,Female,Once a week,"Beauty and Personal Care,Clothing and Fashion",Yes,Multiple times a day,Keyword,First page,2,No,Sometimes,Changed my mind or no longer need the item,Sometimes,No,Occasionally,No,2,No,2,3,Product recommendations,Customer service responsiveness
165,2023/06/04 1:28:19 PM GMT+5:194,18,Female,Once a week,"Groceries and Gourmet Food,Beauty and Personal Care",No,Few times a month,categories,First page,3,Maybe,Sometimes,Found a better price elsewhere,Often,No,Rarely,No,4,No,4,4,Competitive prices,Reducing packaging waste
166,2023/06/04 1:28:19 PM GMT+5:195,50,Male,Less than once a month,"Clothing and Fashion,Home and Kitchen,others",No,Few times a week,categories,Multiple pages,3,No,Never,others,Rarely,No,Occasionally,No,4,No,4,4,Product recommendations,Shipping speed and reliability
167,2023/06/04 1:28:19 PM GMT+5:196,24,Prefer not to say,Few times a month,"Beauty and Personal Care,Clothing and Fashion,Home and Kitchen",Sometimes,Few times a month,categories,First page,1,No,Sometimes,Changed my mind or no longer need the item,Rarely,No,Occasionally,Sometimes,3,No,2,3,Wide product selection,Product quality and accuracy
168,2023/06/04 1:28:19 PM GMT+5:197,19,Female,Few times a month,"Beauty and Personal Care,Clothing and Fashion",No,Few times a month,categories,First page,3,No,Often,Found a better price elsewhere,Sometimes,No,Occasionally,No,2,No,3,2,Wide product selection,Customer service responsiveness
169,2023/06/04 1:28:19 PM GMT+5:198,18,Female,Once a month,"Beauty and Personal Care,Clothing and Fashion,others",No,Rarely,others,First page,4,Maybe,Rarely,High shipping costs,Always,Yes,Moderately,No,1,No,2,1,Wide product selection,Product quality and accuracy
170,2023/06/04 1:28:19 PM GMT+5:199,17,Male,Few times a month,"Groceries and Gourmet Food,Beauty and Personal Care,Clothing and Fashion",No,Few times a week,categories,Multiple pages,3,Maybe,Never,Changed my mind or no longer need the item,Always,Yes,Moderately,No,2,No,2,2,Wide product selection,Customer service responsiveness
171,2023/06/04 1:28:19 PM GMT+5:200,27,Female,Once a month,Beauty and Personal Care,No,Few times a week,Keyword,Multiple pages,1,Yes,Often,Changed my mind or no longer need the item,Sometimes,Yes,Heavily,Yes,3,Sometimes,3,2,Wide product selection,Shipping speed and reliability
172,2023/06/04 1:28:19 PM GMT+5:201,23,Male,Less than once a month,"Beauty and Personal Care,Home and Kitchen,others",No,Rarely,Filter,Multiple pages,1,No,Often,Changed my mind or no longer need the item,Never,No,Heavily,Yes,5,No,5,2,Wide product selection,Product quality and accuracy
173,2023/06/04 1:28:19 PM GMT+5:202,35,Female,Few times a month,Beauty and Personal Care,No,Few times a month,categories,First page,3,Maybe,Rarely,Found a better price elsewhere,Often,Yes,Occasionally,No,2,No,4,2,Product recommendations,Reducing packaging waste
174,2023/06/04 1:28:19 PM GMT+5:203,57,Female,Few times a month,"Groceries and Gourmet Food,Beauty and Personal Care,Clothing and Fashion,Home and Kitchen,others",No,Few times a week,Filter,Multiple pages,2,No,Always,Changed my mind or no longer need the item,Rarely,No,Occasionally,Yes,3,Sometimes,3,1,Product recommendations,Reducing packaging waste
175,2023/06/04 1:28:19 PM GMT+5:204,54,Male,Few times a month,"Groceries and Gourmet Food,Clothing and Fashion,Home and Kitchen",No,Few times a week,Filter,First page,3,No,Rarely,Found a better price elsewhere,Sometimes,Yes,Moderately,No,3,No,2,2,Competitive prices,Product quality and accuracy
176,2023/06/04 1:28:19 PM GMT+5:205,26,Prefer not to say,Once a month,Beauty and Personal Care,No,Few times a month,categories,Multiple pages,2,No,Sometimes,High shipping costs,Often,No,Heavily,No,2,No,2,2,Wide product selection,Shipping speed and reliability
177,2023/06/04 1:28:19 PM GMT+5:206,46,Male,Once a week,Beauty and Personal Care,Sometimes,Rarely,Keyword,Multiple pages,2,Yes,Often,Found a better price elsewhere,Often,Yes,Heavily,No,2,No,2,2,Competitive prices,Customer service responsiveness
178,2023/06/04 1:28:19 PM GMT+5:207,26,Female,Multiple times a week,"Groceries and Gourmet Food,Beauty and Personal Care,Clothing and Fashion,Home and Kitchen,others",Sometimes,Few times a week,Keyword,Multiple pages,1,Maybe,Often,others,Often,Yes,Moderately,Yes,3,Sometimes,3,2,Competitive prices,Add more familiar brands to the list
179,2023/06/04 1:28:19 PM GMT+5:208,24,Male,Once a month,others,No,Few times a month,Filter,Multiple pages,1,Yes,Often,Changed my mind or no longer need the item,Often,Yes,Heavily,Yes,1,Yes,3,2,User-friendly website or app interface,Shipping speed and reliability
180,2023/06/04 1:28:19 PM GMT+5:209,26,Female,Once a month,"Groceries and Gourmet Food,Beauty and Personal Care,Clothing and Fashion",No,Few times a week,categories,Multiple pages,1,Yes,Often,Changed my mind or no longer need the item,Never,Yes,Heavily,Yes,2,Yes,1,1,User-friendly website or app interface,Shipping speed and reliability
181,2023/06/04 1:28:19 PM GMT+5:210,27,Male,Once a month,Clothing and Fashion,No,Few times a month,categories,Multiple pages,5,Maybe,Often,High shipping costs,Never,Yes,Heavily,Yes,3,Yes,1,2,Wide product selection,Shipping speed and reliability
182,2023/06/04 1:28:19 PM GMT+5:211,22,Female,Few times a month,Beauty and Personal Care,Yes,Multiple times a day,Filter,Multiple pages,3,Maybe,Often,Found a better price elsewhere,Always,Yes,Moderately,Sometimes,1,Sometimes,3,3,Competitive prices,Customer service responsiveness
183,2023/06/04 1:28:19 PM GMT+5:212,24,Male,Few times a month,Beauty and Personal Care,Yes,Few times a week,categories,Multiple pages,3,Yes,Sometimes,Found a better price elsewhere,Sometimes,No,Occasionally,Yes,3,Yes,3,3,Product recommendations,Customer service responsiveness
184,2023/06/04 1:28:19 PM GMT+5:213,25,Male,Multiple times a week,Beauty and Personal Care,No,Few times a week,Filter,Multiple pages,3,Maybe,Often,Found a better price elsewhere,Often,No,Occasionally,Sometimes,2,No,3,3,Competitive prices,Reducing packaging waste
185,2023/06/04 1:28:19 PM GMT+5:214,22,Prefer not to say,Once a month,Beauty and Personal Care,Yes,Few times a week,others,First page,2,Maybe,Often,Found a better price elsewhere,Sometimes,Yes,Heavily,No,3,Sometimes,3,3,Product recommendations,Customer service responsiveness
186,2023/06/04 1:28:19 PM GMT+5:215,27,Male,Once a month,others,No,Few times a month,Keyword,Multiple pages,1,Yes,Often,High shipping costs,Never,Yes,Heavily,Yes,3,Yes,1,1,User-friendly website or app interface,Shipping speed and reliability
187,2023/06/04 1:28:19 PM GMT+5:216,23,Female,Less than once a month,"Clothing and Fashion,Home and Kitchen",No,Few times a month,Keyword,First page,1,Yes,Sometimes,Found a better price elsewhere,Sometimes,No,Moderately,Yes,2,Yes,2,2,Competitive prices,Shipping speed and reliability
188,2023/06/04 1:28:19 PM GMT+5:217,24,Male,Less than once a month,Clothing and Fashion,No,Few times a month,categories,First page,1,Maybe,Sometimes,High shipping costs,Never,No,Heavily,Yes,3,Yes,3,3,User-friendly website or app interface,Product quality and accuracy
189,2023/06/04 1:28:19 PM GMT+5:218,24,Female,Less than once a month,Beauty and Personal Care,No,Rarely,categories,First page,4,Yes,Sometimes,Changed my mind or no longer need the item,Never,No,Moderately,Yes,3,No,3,3,Competitive prices,Product quality and accuracy
190,2023/06/04 1:28:19 PM GMT+5:219,23,Female,Few times a month,Clothing and Fashion,No,Few times a month,Filter,Multiple pages,1,Yes,Sometimes,Found a better price elsewhere,Sometimes,No,Heavily,Sometimes,4,Yes,3,4,User-friendly website or app interface,Product quality and accuracy
191,2023/06/04 1:28:19 PM GMT+5:220,23,Male,Once a month,"Clothing and Fashion,others",No,Few times a month,Keyword,Multiple pages,1,Yes,Sometimes,Found a better price elsewhere,Often,Yes,Heavily,Yes,3,No,3,3,Competitive prices,UI
192,2023/06/04 1:28:19 PM GMT+5:221,25,Female,Once a week,Groceries and Gourmet Food,Yes,Multiple times a day,Filter,Multiple pages,3,Yes,Sometimes,Changed my mind or no longer need the item,Often,No,Moderately,Yes,3,Yes,3,3,Product recommendations,Reducing packaging waste
193,2023/06/04 1:28:19 PM GMT+5:222,21,Male,Once a week,Groceries and Gourmet Food,No,Few times a week,categories,First page,5,Maybe,Sometimes,High shipping costs,Rarely,Yes,Occasionally,No,3,No,3,3,User-friendly website or app interface,Customer service responsiveness
194,2023/06/04 1:28:19 PM GMT+5:223,36,Female,Few times a month,Groceries and Gourmet Food,No,Few times a month,Keyword,Multiple pages,2,No,Often,Found a better price elsewhere,Sometimes,Yes,Occasionally,No,3,Sometimes,3,4,Wide product selection,Customer service responsiveness
195,2023/06/04 1:28:19 PM GMT+5:224,23,Female,Multiple times a week,Beauty and Personal Care,Yes,Few times a week,Filter,Multiple pages,3,No,Often,Found a better price elsewhere,Sometimes,Yes,Occasionally,Yes,3,Sometimes,3,3,Competitive prices,Customer service responsiveness
